job_id,title,company_type,location,job_type,source,salary_lpa,experience_years,skills,posted_date
J1436,Frontend Developer,Mid-size,Delhi NCR,Full-time,Wellfound,6.2,0,Tailwind;TypeScript;React;JavaScript;Redux,2026-04-03
J1437,Frontend Developer,Enterprise,Hyderabad,Full-time,Naukri,6.4,1,HTML;Redux;Tailwind,2026-01-26
J1438,Data Analyst,Enterprise,Mumbai,Full-time,Naukri,5.1,0,Python;Pandas,2026-07-11
J1439,Data Scientist,Enterprise,Bengaluru,Part-time,Wellfound,7.8,3,TensorFlow;SQL;Statistics;Machine Learning,2026-04-13
J1440,UI/UX Designer,Enterprise,Hyderabad,Full-time,Wellfound,4.9,2,User Research;Wireframing;Prototyping;Adobe XD;Figma,2026-06-12
J1441,DevOps Engineer,Enterprise,Bengaluru,Full-time,Indeed,5.0,1,Kubernetes;AWS;Docker;Linux,2026-01-09
J1442,UI/UX Designer,Startup,Bengaluru,Full-time,LinkedIn,4.8,1,Prototyping;User Research;Adobe XD,2026-03-12
J1443,Frontend Developer,Enterprise,Remote,Internship,Naukri,7.8,1,CSS;Redux;HTML;React;TypeScript,2026-05-27
J1444,DevOps Engineer,Enterprise,Chennai,Full-time,Naukri,11.5,3,AWS;CI/CD,2026-03-18
J1445,Data Analyst,Startup,Delhi NCR,Contract,Indeed,6.2,4,SQL;Excel,2026-08-27
J1446,Data Scientist,Enterprise,Pune,Full-time,Naukri,6.2,4,Pandas;TensorFlow;Python;Statistics,2026-01-11
J1447,Data Analyst,Startup,Bengaluru,Full-time,Wellfound,3.2,4,Excel;SQL;Tableau;Pandas;Python,2026-03-16
J1448,UI/UX Designer,Startup,Pune,Full-time,LinkedIn,5.9,1,Prototyping;Figma;Adobe XD,2026-06-28
J1449,UI/UX Designer,Enterprise,Remote,Full-time,Naukri,5.1,3,Prototyping;User Research;Adobe XD;Figma,2026-04-21
J1450,UI/UX Designer,Mid-size,Mumbai,Part-time,Wellfound,3.7,0,Prototyping;Adobe XD;User Research,2026-03-20
J1451,Full Stack Developer,Startup,Delhi NCR,Full-time,Wellfound,6.0,2,React;SQL,2026-02-09
J1452,DevOps Engineer,Mid-size,Pune,Full-time,LinkedIn,8.8,1,Linux;Terraform,2026-07-25
J1453,UI/UX Designer,Enterprise,Delhi NCR,Full-time,Naukri,3.1,0,User Research;Prototyping;Figma;Wireframing;Adobe XD,2026-03-08
J1454,UI/UX Designer,Startup,Pune,Part-time,LinkedIn,6.3,3,Figma;Adobe XD;Prototyping;User Research,2026-06-28
J1455,Backend Developer,Mid-size,Pune,Full-time,LinkedIn,5.4,5,AWS;PostgreSQL,2026-04-08
J1456,Frontend Developer,Enterprise,Hyderabad,Full-time,Naukri,3.1,3,TypeScript;Redux;Tailwind,2026-01-11
J1457,Backend Developer,Startup,Mumbai,Contract,Indeed,9.7,0,AWS;SQL;Python;REST APIs,2026-05-09
J1458,Full Stack Developer,Enterprise,Bengaluru,Internship,Wellfound,9.7,1,TypeScript;Node.js;AWS;MongoDB;SQL,2026-08-18
J1459,Data Scientist,Enterprise,Bengaluru,Full-time,Wellfound,10.5,1,Machine Learning;SQL;Statistics;Pandas;Python,2026-03-26
J1460,DevOps Engineer,Mid-size,Bengaluru,Full-time,Naukri,6.3,1,Terraform;Docker;AWS,2026-08-27
J1461,Data Analyst,Mid-size,Delhi NCR,Contract,Wellfound,6.7,1,Python;SQL;Pandas;Power BI,2026-04-16
J1462,Frontend Developer,Enterprise,Pune,Full-time,LinkedIn,7.1,3,React;Redux;CSS;JavaScript,2026-07-15
J1463,Data Scientist,Enterprise,Mumbai,Full-time,LinkedIn,8.8,1,Machine Learning;Statistics;Python;TensorFlow;Pandas,2026-08-05
J1464,Full Stack Developer,Enterprise,Mumbai,Full-time,LinkedIn,6.2,5,AWS;TypeScript;SQL,2026-04-16
J1465,UI/UX Designer,Mid-size,Hyderabad,Full-time,Naukri,4.9,3,Wireframing;Figma;User Research,2026-04-28
J1466,Frontend Developer,Startup,Chennai,Full-time,Wellfound,8.9,0,HTML;CSS;Tailwind;React;Redux,2026-04-26
J1467,Full Stack Developer,Mid-size,Delhi NCR,Full-time,LinkedIn,7.1,0,MongoDB;AWS;Node.js;TypeScript;SQL,2026-04-23
J1468,Frontend Developer,Startup,Delhi NCR,Part-time,Naukri,3.8,4,TypeScript;CSS,2026-07-04
J1469,Frontend Developer,Enterprise,Remote,Contract,Indeed,3.5,3,Redux;Tailwind;JavaScript;React;CSS,2026-02-15
J1470,Frontend Developer,Enterprise,Hyderabad,Full-time,LinkedIn,7.7,1,CSS;HTML;Tailwind;React;Redux,2026-06-30
J1471,Full Stack Developer,Startup,Chennai,Full-time,Naukri,7.9,2,MongoDB;TypeScript;SQL,2026-05-25
J1472,DevOps Engineer,Startup,Remote,Full-time,Naukri,5.1,5,CI/CD;Linux,2026-02-16
J1473,UI/UX Designer,Startup,Bengaluru,Full-time,Wellfound,5.2,0,Prototyping;User Research;Wireframing;Figma;Adobe XD,2026-01-02
J1474,Backend Developer,Enterprise,Hyderabad,Full-time,LinkedIn,8.0,2,SQL;Node.js,2026-02-07
J1475,Frontend Developer,Startup,Bengaluru,Full-time,Naukri,7.2,1,CSS;Redux;HTML;TypeScript;React,2026-01-28
J1476,Frontend Developer,Mid-size,Hyderabad,Full-time,LinkedIn,5.6,0,TypeScript;CSS;JavaScript;React,2026-07-16
J1477,DevOps Engineer,Mid-size,Pune,Full-time,Naukri,9.3,0,Linux;Terraform;Docker;Kubernetes,2026-08-09
J1478,DevOps Engineer,Mid-size,Mumbai,Full-time,Wellfound,12.0,3,Kubernetes;Linux;CI/CD;AWS,2026-06-26
J1479,DevOps Engineer,Mid-size,Chennai,Contract,LinkedIn,7.0,1,Docker;Terraform;Linux;Kubernetes;CI/CD,2026-06-11
J1480,DevOps Engineer,Enterprise,Remote,Full-time,LinkedIn,8.9,1,Docker;Kubernetes;AWS,2026-08-06
J1481,Full Stack Developer,Mid-size,Hyderabad,Full-time,Naukri,5.8,3,SQL;TypeScript,2026-07-22
J1482,DevOps Engineer,Startup,Bengaluru,Contract,Indeed,8.4,5,Docker;Kubernetes,2026-05-26
J1483,Data Analyst,Enterprise,Remote,Full-time,Naukri,7.6,0,Power BI;Excel;Pandas;Tableau;SQL,2026-02-09
J1484,Backend Developer,Mid-size,Bengaluru,Full-time,Naukri,6.4,4,PostgreSQL;AWS;Python;Docker,2026-05-28
J1485,Backend Developer,Mid-size,Delhi NCR,Full-time,LinkedIn,6.9,5,Python;SQL,2026-06-02
J1486,Data Analyst,Startup,Pune,Full-time,LinkedIn,3.2,1,SQL;Tableau;Pandas;Python,2026-08-01
J1487,Data Scientist,Mid-size,Remote,Internship,Wellfound,11.2,1,Python;TensorFlow;Machine Learning,2026-02-09
J1488,Backend Developer,Mid-size,Hyderabad,Contract,LinkedIn,6.2,0,PostgreSQL;AWS,2026-07-05
J1489,UI/UX Designer,Mid-size,Remote,Full-time,Naukri,6.7,0,Adobe XD;User Research;Wireframing;Figma,2026-01-23
J1490,Full Stack Developer,Mid-size,Bengaluru,Full-time,Wellfound,5.8,1,Node.js;SQL;React,2026-02-21
J1491,Frontend Developer,Startup,Pune,Full-time,LinkedIn,8.7,2,HTML;JavaScript,2026-06-09
J1492,Backend Developer,Enterprise,Remote,Full-time,LinkedIn,4.2,0,Node.js;Docker;REST APIs;AWS,2026-01-19
J1493,Data Analyst,Enterprise,Mumbai,Full-time,Naukri,6.5,3,Excel;Pandas;Python,2026-04-11
J1494,DevOps Engineer,Mid-size,Pune,Full-time,Naukri,9.9,0,CI/CD;AWS,2026-07-14
J1495,DevOps Engineer,Mid-size,Bengaluru,Full-time,Indeed,9.3,3,CI/CD;Kubernetes;AWS;Linux;Terraform,2026-06-14
J1496,Data Analyst,Mid-size,Bengaluru,Full-time,Naukri,4.4,3,Power BI;Pandas,2026-01-08
J1497,Backend Developer,Mid-size,Chennai,Internship,LinkedIn,8.5,2,AWS;Docker,2026-05-11
J1498,Data Analyst,Startup,Mumbai,Full-time,Indeed,4.9,3,Python;Power BI;Tableau;Pandas;Excel,2026-06-01
J1499,Data Scientist,Startup,Mumbai,Full-time,Indeed,9.6,5,Python;TensorFlow;Pandas,2026-06-27
J1500,Full Stack Developer,Mid-size,Bengaluru,Part-time,LinkedIn,5.8,4,SQL;TypeScript,2026-05-23
J1501,DevOps Engineer,Startup,Bengaluru,Full-time,Wellfound,10.3,0,Kubernetes;Terraform,2026-06-19
J1502,Data Analyst,Mid-size,Mumbai,Full-time,LinkedIn,7.4,2,Power BI;Excel;Tableau;Pandas,2026-05-17
J1503,Full Stack Developer,Enterprise,Remote,Full-time,LinkedIn,7.1,3,AWS;React,2026-01-23
J1504,Frontend Developer,Startup,Chennai,Contract,LinkedIn,7.2,4,Redux;TypeScript;CSS;HTML,2026-06-30
J1505,Data Analyst,Enterprise,Bengaluru,Full-time,Wellfound,7.2,3,Tableau;Python;Excel,2026-04-22
J1506,UI/UX Designer,Startup,Bengaluru,Full-time,LinkedIn,7.4,4,Prototyping;Figma;Wireframing,2026-06-21
J1507,DevOps Engineer,Mid-size,Remote,Internship,Indeed,9.4,5,Linux;CI/CD;Terraform;Kubernetes;AWS,2026-07-26
J1508,Backend Developer,Enterprise,Bengaluru,Full-time,Naukri,9.0,2,Docker;AWS;PostgreSQL;SQL;Node.js,2026-02-17
J1509,Frontend Developer,Enterprise,Hyderabad,Full-time,Indeed,3.5,2,CSS;HTML;React;Redux;Tailwind,2026-05-26
J1510,Data Analyst,Enterprise,Mumbai,Internship,LinkedIn,3.3,3,Power BI;SQL,2026-06-11
J1511,Data Analyst,Enterprise,Delhi NCR,Full-time,Indeed,7.0,2,Python;SQL;Excel;Tableau;Pandas,2026-04-27
J1512,Frontend Developer,Enterprise,Bengaluru,Full-time,Indeed,7.9,0,TypeScript;CSS;React;JavaScript;Tailwind,2026-06-11
J1513,Frontend Developer,Mid-size,Bengaluru,Full-time,Indeed,3.1,0,HTML;JavaScript;Tailwind;Redux,2026-08-06
J1514,DevOps Engineer,Startup,Bengaluru,Internship,Wellfound,10.6,0,AWS;Docker;Kubernetes;Terraform,2026-04-25
J1515,UI/UX Designer,Mid-size,Delhi NCR,Full-time,Wellfound,6.2,1,Adobe XD;User Research;Figma;Prototyping;Wireframing,2026-02-09
J1516,Frontend Developer,Mid-size,Pune,Full-time,Indeed,8.5,1,CSS;Redux;Tailwind;HTML;JavaScript,2026-02-12
J1517,Backend Developer,Startup,Bengaluru,Internship,LinkedIn,6.2,0,Node.js;AWS;SQL;Docker;PostgreSQL,2026-05-16
J1518,DevOps Engineer,Mid-size,Bengaluru,Internship,LinkedIn,9.1,5,Terraform;Kubernetes;Linux;AWS,2026-08-08
J1519,Full Stack Developer,Mid-size,Pune,Full-time,Naukri,5.1,0,AWS;React;TypeScript,2026-06-23
J1520,Full Stack Developer,Mid-size,Bengaluru,Full-time,LinkedIn,11.6,1,AWS;React;MongoDB;TypeScript,2026-02-26
J1521,UI/UX Designer,Mid-size,Mumbai,Contract,Wellfound,7.8,0,Prototyping;User Research;Adobe XD,2026-06-04
J1522,Data Analyst,Enterprise,Pune,Part-time,Naukri,6.5,3,Excel;Python,2026-06-19
J1523,UI/UX Designer,Startup,Hyderabad,Full-time,LinkedIn,7.8,2,Prototyping;Wireframing;Figma;Adobe XD,2026-01-19
J1524,Backend Developer,Startup,Mumbai,Full-time,Wellfound,7.0,0,Docker;PostgreSQL;SQL;Node.js;REST APIs,2026-06-06
J1525,Frontend Developer,Mid-size,Bengaluru,Full-time,Naukri,3.0,0,Redux;CSS;TypeScript;JavaScript,2026-01-19
J1526,DevOps Engineer,Enterprise,Bengaluru,Internship,Naukri,8.3,4,Terraform;Docker;Kubernetes;Linux;CI/CD,2026-03-26
J1527,DevOps Engineer,Startup,Pune,Part-time,LinkedIn,9.8,4,Docker;Terraform;AWS;CI/CD;Kubernetes,2026-07-29
J1528,Frontend Developer,Mid-size,Mumbai,Full-time,LinkedIn,5.3,1,TypeScript;Redux;CSS;React;Tailwind,2026-08-04
J1529,DevOps Engineer,Startup,Remote,Full-time,LinkedIn,5.2,0,Terraform;Linux;Kubernetes;CI/CD;AWS,2026-04-02
J1530,Frontend Developer,Mid-size,Pune,Contract,Wellfound,9.0,0,TypeScript;React;Tailwind;Redux,2026-07-22
J1531,Data Analyst,Enterprise,Mumbai,Full-time,Naukri,7.4,1,Pandas;Power BI;Python,2026-01-31
J1532,Frontend Developer,Mid-size,Mumbai,Full-time,Indeed,3.3,1,React;JavaScript;Tailwind,2026-01-10
J1533,Full Stack Developer,Mid-size,Mumbai,Contract,LinkedIn,10.7,0,TypeScript;AWS,2026-07-30
J1534,UI/UX Designer,Startup,Chennai,Full-time,Naukri,7.9,4,User Research;Figma;Adobe XD,2026-06-07
J1535,Data Scientist,Mid-size,Chennai,Internship,Naukri,9.7,3,Python;Statistics;SQL,2026-05-20
J1536,Backend Developer,Startup,Delhi NCR,Full-time,Wellfound,10.5,0,Python;Node.js;AWS;Docker;PostgreSQL,2026-07-13
J1537,Frontend Developer,Startup,Bengaluru,Full-time,LinkedIn,6.9,2,CSS;Redux;Tailwind;JavaScript;React,2026-08-14
J1538,Backend Developer,Enterprise,Pune,Full-time,LinkedIn,8.8,1,PostgreSQL;Docker;AWS;Node.js,2026-06-13
J1539,DevOps Engineer,Mid-size,Hyderabad,Full-time,LinkedIn,11.9,0,Linux;AWS;Kubernetes;CI/CD,2026-07-31
J1540,UI/UX Designer,Mid-size,Bengaluru,Full-time,LinkedIn,7.2,5,Wireframing;Prototyping;Figma,2026-06-10
J1541,DevOps Engineer,Startup,Mumbai,Full-time,Wellfound,7.3,5,Docker;Terraform,2026-08-25
J1542,DevOps Engineer,Startup,Delhi NCR,Full-time,LinkedIn,11.3,5,Linux;Terraform;AWS,2026-01-14
J1543,Data Analyst,Startup,Delhi NCR,Full-time,LinkedIn,6.7,1,Tableau;Python;SQL;Power BI,2026-02-20
J1544,Data Scientist,Mid-size,Bengaluru,Part-time,Wellfound,8.1,1,Pandas;Machine Learning,2026-05-05
J1545,DevOps Engineer,Startup,Hyderabad,Full-time,Wellfound,7.0,0,CI/CD;Terraform;Linux;Docker,2026-04-02
J1546,UI/UX Designer,Mid-size,Mumbai,Internship,Wellfound,6.1,1,Adobe XD;Prototyping;Figma,2026-03-29
J1547,Data Analyst,Startup,Mumbai,Contract,LinkedIn,6.7,1,Python;Excel;Tableau;Power BI;SQL,2026-08-08
J1548,Data Scientist,Mid-size,Remote,Full-time,Wellfound,11.1,0,Pandas;TensorFlow,2026-02-08
J1549,Data Analyst,Mid-size,Pune,Full-time,Naukri,6.5,4,Python;Pandas,2026-05-03
J1550,Full Stack Developer,Enterprise,Remote,Full-time,Naukri,6.1,5,AWS;MongoDB;React,2026-03-17
J1551,Data Analyst,Enterprise,Hyderabad,Internship,LinkedIn,5.3,0,Pandas;SQL;Tableau,2026-04-29
J1552,DevOps Engineer,Mid-size,Hyderabad,Full-time,Indeed,8.8,1,Terraform;Docker,2026-03-27
J1553,Data Scientist,Enterprise,Remote,Full-time,Indeed,7.9,0,Python;Pandas;SQL;Machine Learning,2026-08-14
J1554,Data Scientist,Mid-size,Bengaluru,Full-time,LinkedIn,10.7,1,Machine Learning;SQL;Statistics;TensorFlow,2026-01-11
J1555,Frontend Developer,Enterprise,Remote,Full-time,Indeed,4.3,1,TypeScript;Tailwind;Redux;CSS;JavaScript,2026-06-16
J1556,Frontend Developer,Mid-size,Pune,Full-time,Naukri,5.8,2,CSS;HTML;TypeScript;React,2026-01-17
J1557,Backend Developer,Startup,Bengaluru,Contract,LinkedIn,10.7,0,Python;SQL;Node.js;REST APIs;Docker,2026-08-17
J1558,Backend Developer,Enterprise,Remote,Full-time,Wellfound,8.8,1,Docker;SQL;REST APIs,2026-08-12
J1559,Data Analyst,Mid-size,Bengaluru,Full-time,Naukri,7.2,3,Tableau;Power BI,2026-07-08
J1560,Full Stack Developer,Mid-size,Mumbai,Internship,Naukri,8.1,2,AWS;Node.js;SQL;React,2026-06-17
J1561,UI/UX Designer,Mid-size,Hyderabad,Full-time,Naukri,3.7,2,Wireframing;Prototyping;User Research,2026-03-08
J1562,Backend Developer,Startup,Remote,Contract,Naukri,8.7,1,Python;REST APIs;Node.js;AWS,2026-07-02
J1563,Full Stack Developer,Mid-size,Bengaluru,Full-time,Wellfound,5.2,3,SQL;Node.js;MongoDB,2026-05-28
J1564,Data Analyst,Enterprise,Hyderabad,Part-time,Wellfound,5.5,1,Tableau;Excel;Python,2026-05-19
J1565,Frontend Developer,Enterprise,Delhi NCR,Full-time,LinkedIn,8.7,1,Tailwind;HTML;CSS;TypeScript,2026-07-09
J1566,DevOps Engineer,Startup,Bengaluru,Full-time,LinkedIn,7.8,1,CI/CD;AWS;Docker;Kubernetes;Terraform,2026-01-29
J1567,Data Scientist,Enterprise,Pune,Internship,Naukri,6.6,0,TensorFlow;Pandas;Python,2026-06-14
J1568,Data Scientist,Mid-size,Hyderabad,Full-time,Indeed,12.3,3,Pandas;Machine Learning;Statistics,2026-04-11
J1569,Full Stack Developer,Startup,Bengaluru,Full-time,Indeed,11.1,0,Node.js;TypeScript;AWS;MongoDB,2026-04-09
J1570,Full Stack Developer,Enterprise,Remote,Full-time,Wellfound,5.6,1,SQL;TypeScript;MongoDB;React;Node.js,2026-02-11
J1571,Frontend Developer,Enterprise,Remote,Full-time,Wellfound,7.3,1,JavaScript;Tailwind;CSS;TypeScript;HTML,2026-01-02
J1572,Data Analyst,Enterprise,Hyderabad,Full-time,Wellfound,3.1,0,Python;Excel;Power BI;Tableau,2026-01-11
J1573,UI/UX Designer,Startup,Mumbai,Contract,Wellfound,5.5,1,Figma;Adobe XD;Prototyping;User Research;Wireframing,2026-06-12
J1574,Data Scientist,Enterprise,Pune,Full-time,LinkedIn,10.5,0,SQL;TensorFlow;Python;Machine Learning,2026-07-10
J1575,Backend Developer,Startup,Hyderabad,Contract,LinkedIn,5.1,2,SQL;Docker,2026-05-29
J1576,DevOps Engineer,Startup,Bengaluru,Full-time,Indeed,8.6,1,Docker;Linux;Kubernetes;AWS,2026-08-22
J1577,Full Stack Developer,Enterprise,Delhi NCR,Full-time,Naukri,7.5,3,Node.js;React;MongoDB;SQL,2026-08-12
J1578,Full Stack Developer,Mid-size,Hyderabad,Contract,LinkedIn,6.1,1,Node.js;AWS;React;MongoDB;SQL,2026-04-06
J1579,Frontend Developer,Startup,Pune,Full-time,LinkedIn,7.9,3,JavaScript;Redux;TypeScript,2026-01-30
J1580,Frontend Developer,Startup,Bengaluru,Internship,Naukri,4.8,1,JavaScript;React,2026-07-10
J1581,Data Analyst,Startup,Bengaluru,Full-time,Wellfound,4.0,0,Pandas;Power BI,2026-06-26
J1582,Data Scientist,Startup,Remote,Full-time,LinkedIn,5.1,0,Python;TensorFlow;Machine Learning;SQL;Statistics,2026-01-16
J1583,Backend Developer,Startup,Bengaluru,Contract,Indeed,10.6,3,SQL;Python;AWS;PostgreSQL,2026-06-21
J1584,Data Scientist,Startup,Chennai,Internship,Wellfound,10.7,2,Machine Learning;TensorFlow,2026-05-26
J1585,Frontend Developer,Startup,Remote,Contract,Wellfound,7.2,1,CSS;Redux,2026-07-05
J1586,Frontend Developer,Mid-size,Hyderabad,Full-time,Wellfound,7.6,3,React;CSS;Tailwind;JavaScript,2026-02-16
J1587,Data Analyst,Enterprise,Bengaluru,Internship,LinkedIn,5.5,4,Excel;Tableau;Pandas;Power BI,2026-07-15
J1588,UI/UX Designer,Enterprise,Hyderabad,Part-time,Wellfound,7.3,5,User Research;Prototyping;Figma,2026-04-24
J1589,DevOps Engineer,Mid-size,Hyderabad,Full-time,LinkedIn,6.0,4,Terraform;Linux,2026-05-06
J1590,Frontend Developer,Startup,Hyderabad,Full-time,LinkedIn,8.1,4,React;JavaScript;CSS,2026-07-09
J1591,DevOps Engineer,Enterprise,Delhi NCR,Full-time,Naukri,10.6,4,AWS;CI/CD;Linux;Kubernetes,2026-05-08
J1592,Data Scientist,Mid-size,Bengaluru,Full-time,Wellfound,10.0,1,Python;Statistics;TensorFlow,2026-03-13
J1593,UI/UX Designer,Enterprise,Bengaluru,Full-time,Wellfound,4.6,2,Adobe XD;Figma;Wireframing;Prototyping;User Research,2026-01-18
J1594,Backend Developer,Mid-size,Pune,Full-time,Naukri,7.8,0,REST APIs;Node.js;Docker;PostgreSQL;Python,2026-03-17
J1595,Data Analyst,Mid-size,Pune,Full-time,Wellfound,7.3,2,Pandas;Python;Tableau;Power BI;SQL,2026-03-22
J1596,Full Stack Developer,Mid-size,Delhi NCR,Full-time,Wellfound,8.9,5,TypeScript;AWS;Node.js;SQL;React,2026-07-03
J1597,Data Analyst,Enterprise,Remote,Full-time,LinkedIn,7.9,3,SQL;Pandas;Power BI;Tableau;Python,2026-03-09
J1598,Full Stack Developer,Enterprise,Hyderabad,Full-time,LinkedIn,7.5,3,React;Node.js,2026-07-27
J1599,Backend Developer,Enterprise,Bengaluru,Internship,Indeed,4.8,1,Node.js;AWS;SQL;REST APIs,2026-03-02
J1600,Data Analyst,Enterprise,Pune,Full-time,LinkedIn,5.3,0,Excel;Tableau;Power BI;Python;SQL,2026-06-18
